,title,id,metal,mass,diameter,era,year,inscriptions,jpg,txt
691,Trajan,_dora_BMC_34,Copper,6.31,,AD,9.0,,_dora_BMC_34.jpg,_dora_BMC_34.txt
695,Trajan,_ephesos_BMC_222,Copper,4.4,,,,,_ephesos_BMC_222.jpg,_ephesos_BMC_222.txt
697,Trajan,_ephesos_Karwiese_139,Copper,10.9,,AD,9.0,,_ephesos_Karwiese_139.jpg,_ephesos_Karwiese_139.txt
698,Trajan,_ephesos_Righetti_845,Copper,4.26,,AD,9.0,,_ephesos_Righetti_845.jpg,_ephesos_Righetti_845.txt
700,Trajan,_epiphania_SNGLev_1815corr,Copper,6.38,,AD,113.0,,_epiphania_SNGLev_1815corr.jpg,_epiphania_SNGLev_1815corr.txt
701,Trajan,_erythrae_Mionnet_SVI_954,Copper,9.33,,AD,117.0,,_erythrae_Mionnet_SVI_954.jpg,_erythrae_Mionnet_SVI_954.txt
706,Trajan,_gabala_BMC_6,Copper,4.39,,AD,109.0,,_gabala_BMC_6.jpg,_gabala_BMC_6.txt
707,Trajan,_gabala_CNG_160-230,Copper,6.99,,AD,9.0,,_gabala_CNG_160-230.jpg,_gabala_CNG_160-230.txt
711,Trajan,_koinon_Galatia_BMC_11,Copper,23.42,,AD,9.0,,_koinon_Galatia_BMC_11.jpg,_koinon_Galatia_BMC_11.txt
713,Trajan,_koinon_galatia_SNG_Fitz_5389,Copper,14.34,,AD,9.0,,_koinon_galatia_SNG_Fitz_5389.jpg,_koinon_galatia_SNG_Fitz_5389.txt
720,Trajan,_gordus-julia_G&amp;M_191-1803,Copper,9.54,,,,,_gordus-julia_G&amp;M_191-1803.jpg,_gordus-julia_G&amp;M_191-1803.txt
721,Trajan,_gordusjulia_Imhoof_KM_3,Copper,10.03,,AD,0.0,,_gordusjulia_Imhoof_KM_3.jpg,_gordusjulia_Imhoof_KM_3.txt
725,Trajan,_herakleia_salbake_BMC_24,Copper,3.43,,AD,9.0,,_herakleia_salbake_BMC_24.jpg,_herakleia_salbake_BMC_24.txt
726,Trajan,_hermocapelia_GM_181-1785,Copper,13.81,,AD,117.0,,_hermocapelia_GM_181-1785.jpg,_hermocapelia_GM_181-1785.txt
729,Trajan,_hierocaesarea_BMC_24,Copper,6.18,,AD,9.0,,_hierocaesarea_BMC_24.jpg,_hierocaesarea_BMC_24.txt
732,Trajan,_hierocaesarea_Paris_449,Copper,15.17,,,,,_hierocaesarea_Paris_449.jpg,_hierocaesarea_Paris_449.txt
737,Trajan,_hypaepa_BMP_FondsGen_478,Copper,9.46,,,,,_hypaepa_BMP_FondsGen_478.jpg,_hypaepa_BMP_FondsGen_478.txt
742,Trajan,_hyrkanis_Waddington_5042,Copper,9.27,,,,,_hyrkanis_Waddington_5042.jpg,_hyrkanis_Waddington_5042.txt
743,Trajan,_irenopolis_SNG_France_2251,Copper,2.45,,AD,9.0,,_irenopolis_SNG_France_2251.jpg,_irenopolis_SNG_France_2251.txt
744,Trajan,_irenopolis_SNG_France_2253,Copper,6.5,,AD,9.0,,_irenopolis_SNG_France_2253.jpg,_irenopolis_SNG_France_2253.txt
745,Trajan,_irenopolis_SNG_France_2255,Copper,7.68,,AD,9.0,,_irenopolis_SNG_France_2255.jpg,_irenopolis_SNG_France_2255.txt
747,Trajan,_juliopolis_Fontana_1,Copper,24.99,,AD,9.0,,_juliopolis_Fontana_1.jpg,_juliopolis_Fontana_1.txt
752,Trajan,_kilbiani_RPC_2037,Copper,6.12,,AD,9.0,,_kilbiani_RPC_2037.jpg,_kilbiani_RPC_2037.txt
754,Trajan,_korakesion_SNGFrance_612,Copper,3.92,,AD,117.0,,_korakesion_SNGFrance_612.jpg,_korakesion_SNGFrance_612.txt
756,Trajan,_kyzikos_RPC_III_1489,Copper,4.42,,AD,9.0,,_kyzikos_RPC_III_1489.jpg,_kyzikos_RPC_III_1489.txt
760,Trajan,_laodikeia_ad_Mare_BMC_41,Copper,12.9,,AD,9.0,,_laodikeia_ad_Mare_BMC_41.jpg,_laodikeia_ad_Mare_BMC_41.txt
763,Trajan,_laodikeia-ad-Mare_BMC_48,Copper,9.63,,AD,116.0,,_laodikeia-ad-Mare_BMC_48.jpg,_laodikeia-ad-Mare_BMC_48.txt
774,Trajan,_maeonia_Waddington_5063,Copper,12.13,,,,,_maeonia_Waddington_5063.jpg,_maeonia_Waddington_5063.txt
775,Trajan,_magnesiaAdSipy_Mionnet_400,Copper,6.28,,,,,_magnesiaAdSipy_Mionnet_400.jpg,_magnesiaAdSipy_Mionnet_400.txt
776,Trajan,_magydus_SNG_FranceIII_300,Copper,3.82,,AD,9.0,,_magydus_SNG_FranceIII_300.jpg,_magydus_SNG_FranceIII_300.txt
777,Trajan,_magydus_Waddington_3299,Copper,3.82,,AD,9.0,,_magydus_Waddington_3299.jpg,_magydus_Waddington_3299.txt
778,Trajan,_methymna_Noury_Bey_1442,Copper,3.72,,AD,9.0,,_methymna_Noury_Bey_1442.jpg,_methymna_Noury_Bey_1442.txt
780,Trajan,_miletos_BMC_156_corr,Copper,6.6,,AD,9.0,,_miletos_BMC_156_corr.jpg,_miletos_BMC_156_corr.txt
781,Trajan,_miletos_RPC_2133,Copper,10.42,,AD,9.0,,_miletos_RPC_2133.jpg,_miletos_RPC_2133.txt
782,Trajan,_miletopolis_BMC_8,Copper,25.21,,AD,117.0,,_miletopolis_BMC_8.jpg,_miletopolis_BMC_8.txt
783,Trajan,_myrina_BMC_42,Copper,2.2,,,,,_myrina_BMC_42.jpg,_myrina_BMC_42.txt
784,Trajan,_nacoleia_BMC_8,Copper,11.64,,AD,117.0,,_nacoleia_BMC_8.jpg,_nacoleia_BMC_8.txt
785,Trajan,_nacoleia_SNGvA_8427,Copper,11.64,,AD,117.0,,_nacoleia_SNGvA_8427.jpg,_nacoleia_SNGvA_8427.txt
786,Trajan,_nacrasa_BMC_15,Copper,3.34,,,,,_nacrasa_BMC_15.jpg,_nacrasa_BMC_15.txt
788,Trajan,_nacrasa_G&amp;N_8-220,Copper,7.8,,AD,9.0,,_nacrasa_G&amp;N_8-220.jpg,_nacrasa_G&amp;N_8-220.txt
790,Trajan,_nacrasa_Leypold_1094-1,Copper,9.83,,AD,9.0,,_nacrasa_Leypold_1094-1.jpg,_nacrasa_Leypold_1094-1.txt
792,Trajan,_nacrasa_Mionnet_IV_511,Copper,2.62,,,,,_nacrasa_Mionnet_IV_511.jpg,_nacrasa_Mionnet_IV_511.txt
793,Trajan,_nacrasa_SNGKeckman_365,Copper,4.58,,,,,_nacrasa_SNGKeckman_365.jpg,_nacrasa_SNGKeckman_365.txt
794,Trajan,_nacrasa_SNGMunich_344,Copper,4.38,,,,,_nacrasa_SNGMunich_344.jpg,_nacrasa_SNGMunich_344.txt
795,Trajan,_nacrasa_SNGTurkey_7_393,Copper,4.52,,AD,117.0,,_nacrasa_SNGTurkey_7_393.jpg,_nacrasa_SNGTurkey_7_393.txt
796,Trajan,_nacrasa_SNGvA_3035,Copper,3.37,,,,,_nacrasa_SNGvA_3035.jpg,_nacrasa_SNGvA_3035.txt
798,Trajan,_neoclaudiopolis_Dalaison_1,Copper,5.98,,AD,9.0,,_neoclaudiopolis_Dalaison_1.jpg,_neoclaudiopolis_Dalaison_1.txt
801,Trajan,_neoclaudiopolis_RPC_III_2905,Copper,5.98,,AD,101.0,,_neoclaudiopolis_RPC_III_2905.jpg,_neoclaudiopolis_RPC_III_2905.txt
802,Trajan,_nicaea_Hunter_9,Copper,3.2,,,,,_nicaea_Hunter_9.jpg,_nicaea_Hunter_9.txt
806,Trajan,_nikopolisEpirus_RPC_486,Copper,6.11,,AD,9.0,,_nikopolisEpirus_RPC_486.jpg,_nikopolisEpirus_RPC_486.txt
807,Trajan,_nikopolisLycum_RecGen_03,Copper,9.91,,AD,9.0,,_nikopolisLycum_RecGen_03.jpg,_nikopolisLycum_RecGen_03.txt
819,Trajan,_pednelissus_AulockPisid_1183,Copper,4.45,,AD,9.0,,_pednelissus_AulockPisid_1183.jpg,_pednelissus_AulockPisid_1183.txt
822,Trajan,_pergamon_SNGvA_1395,Copper,3.07,,,,,_pergamon_SNGvA_1395.jpg,_pergamon_SNGvA_1395.txt
823,Trajan,_pergamon_SNGCop_471,Copper,3.4,,,,,_pergamon_SNGCop_471.jpg,_pergamon_SNGCop_471.txt
824,Trajan,_pergamum_SNGCop_474,Copper,4.51,,AD,9.0,,_pergamum_SNGCop_474.jpg,_pergamum_SNGCop_474.txt
835,Trajan,_perinthos_Varbanov_82,Copper,8.47,,AD,107.0,,_perinthos_Varbanov_82.jpg,_perinthos_Varbanov_82.txt
836,Trajan,_perperene_CNG_355-275,Copper,8.0,,AD,9.0,,_perperene_CNG_355-275.jpg,_perperene_CNG_355-275.txt
837,Trajan,_philadelphia_BMC_66,Copper,1.67,15.0,AD,9.0,,_philadelphia_BMC_66.jpg,_philadelphia_BMC_66.txt
839,Trajan,_philadelphia_Pecunem_15-454,Copper,2.8,,,,,_philadelphia_Pecunem_15-454.jpg,_philadelphia_Pecunem_15-454.txt
840,Trajan,_philadelphiaLydia_Imhoof_KMAddit_157,Copper,15.23,,AD,9.0,,_philadelphiaLydia_Imhoof_KMAddit_157.jpg,_philadelphiaLydia_Imhoof_KMAddit_157.txt
841,Trajan,_philadelphia_Lindgren_I_778,Copper,4.32,,AD,9.0,,_philadelphia_Lindgren_I_778.jpg,_philadelphia_Lindgren_I_778.txt
843,Trajan,_philadelphia_Mionnet_IV_564_2,Copper,6.66,,AD,9.0,,_philadelphia_Mionnet_IV_564_2.jpg,_philadelphia_Mionnet_IV_564_2.txt
845,Trajan,_philadelphia_SNGLewis_1530,Copper,3.27,,,,,_philadelphia_SNGLewis_1530.jpg,_philadelphia_SNGLewis_1530.txt
846,Trajan,_philadelphiaCilicia_SNGLewis_1731,Copper,7.97,,,,,_philadelphiaCilicia_SNGLewis_1731.jpg,_philadelphiaCilicia_SNGLewis_1731.txt
847,Trajan,_philadelphiaCilicia_SNGLev_577,Copper,10.12,,AD,9.0,,_philadelphiaCilicia_SNGLev_577.jpg,_philadelphiaCilicia_SNGLev_577.txt
851,Trajan,_philippi_Amandry_3,Copper,6.53,,,,,_philippi_Amandry_3.jpg,_philippi_Amandry_3.txt
854,Trajan,_philipoppolis_Varbanov_625,Copper,2.36,,AD,9.0,"['AVG', 'IMP']",_philipoppolis_Varbanov_625.jpg,_philipoppolis_Varbanov_625.txt
855,Trajan,Phoenice_RPC_III_590,Copper,7.1,,,,,Phoenice_RPC_III_590.jpg,Phoenice_RPC_III_590.txt
857,Trajan,_poimanenon_Mionnet_628,Copper,4.32,,AD,9.0,,_poimanenon_Mionnet_628.jpg,_poimanenon_Mionnet_628.txt
858,Trajan,_prusa_ad_olymp_BMC_5,Copper,9.48,,AD,9.0,['C'],_prusa_ad_olymp_BMC_5.jpg,_prusa_ad_olymp_BMC_5.txt
860,Trajan,_prusa_ad_olymp_RPC_III_1040A,Copper,12.26,,AD,9.0,,_prusa_ad_olymp_RPC_III_1040A.jpg,_prusa_ad_olymp_RPC_III_1040A.txt
861,Trajan,_prusa_ad_olymp_RPC_1047,Copper,6.1,,AD,9.0,,_prusa_ad_olymp_RPC_1047.jpg,_prusa_ad_olymp_RPC_1047.txt
864,Trajan,_rhodes_BMC_417,Copper,19.35,,,,,_rhodes_BMC_417.jpg,_rhodes_BMC_417.txt
865,Trajan,_rhodes_BMC_418,Copper,20.06,,AD,117.0,,_rhodes_BMC_418.jpg,_rhodes_BMC_418.txt
867,Trajan,RPC_6408,Copper,30.32,,AD,109.0,,RPC_6408.jpg,RPC_6408.txt
882,Trajan,_sidon_BMC_218-223,Copper,9.64,,AD,9.0,,_sidon_BMC_218-223.jpg,_sidon_BMC_218-223.txt
883,Trajan,_sillyum_RPC_III_2708,Copper,5.77,,AD,9.0,,_sillyum_RPC_III_2708.jpg,_sillyum_RPC_III_2708.txt
886,Trajan,_stratonikeiaLydia_Leypold_1010,Copper,5.8,,AD,9.0,,_stratonikeiaLydia_Leypold_1010.jpg,_stratonikeiaLydia_Leypold_1010.txt
889,Trajan,_syedra_SNGLev_407,Copper,4.7,,AD,9.0,,_syedra_SNGLev_407.jpg,_syedra_SNGLev_407.txt
890,Trajan,_syedra_SNGLevSupp_70,Copper,10.99,,AD,9.0,,_syedra_SNGLevSupp_70.jpg,_syedra_SNGLevSupp_70.txt
908,Trajan,_tiberiopolis_Aulock_1230,Copper,5.33,,AD,117.0,,_tiberiopolis_Aulock_1230.jpg,_tiberiopolis_Aulock_1230.txt
909,Trajan,_tium_RecGen_26_var,Copper,23.56,,AD,9.0,,_tium_RecGen_26_var.jpg,_tium_RecGen_26_var.txt
911,Trajan,_tomis_AMNG_2601,Copper,4.46,,,,,_tomis_AMNG_2601.jpg,_tomis_AMNG_2601.txt
912,Trajan,_trapezus_RecGen_04,Copper,16.15,,AD,9.0,,_trapezus_RecGen_04.jpg,_trapezus_RecGen_04.txt
923,Trajan,_tripolis_Aufhauser_2-244,Copper,2.85,,AD,117.0,,_tripolis_Aufhauser_2-244.jpg,_tripolis_Aufhauser_2-244.txt
924,Trajan,_tyana_BMC_2_var,Copper,7.06,,AD,9.0,,_tyana_BMC_2_var.jpg,_tyana_BMC_2_var.txt
925,Trajan,_tyana_BMC_3,Copper,13.24,,AD,9.0,,_tyana_BMC_3.jpg,_tyana_BMC_3.txt
926,Trajan,_tyana_Imhoof_FG_467,Copper,13.85,,AD,9.0,,_tyana_Imhoof_FG_467.jpg,_tyana_Imhoof_FG_467.txt
935,Trajan,Prieur_1496,Silver,13.98,25.6,AD,103.0,,Prieur_1496.jpg,Prieur_1496.txt
949,Trajan,_zela_RecGen_02,Copper,24.15,,AD,102.0,,_zela_RecGen_02.jpg,_zela_RecGen_02.txt
1,Trajan Decius,Biaggi_1399,Gold,3.77,20.0,AD,249.0,['IMP'],Biaggi_1399.jpg,Biaggi_1399.txt
7,Trajan Decius,RIC_0005_aureus,Gold,4.21,20.0,AD,249.0,['IMP'],RIC_0005_aureus.jpg,RIC_0005_aureus.txt
22,Trajan Decius,Calico_3287,Gold,3.52,,,,"['IMP', 'C']",Calico_3287.jpg,Calico_3287.txt
26,Trajan Decius,RIC_0017b,Silver,4.75,,AD,250.0,"['IMP', 'C']",RIC_0017b.jpg,RIC_0017b.txt
29,Trajan Decius,RIC_0021a,Gold,4.89,,AD,251.0,"['AVG', 'IMP', 'C']",RIC_0021a.jpg,RIC_0021a.txt
38,Trajan Decius,RIC_0028b_var_RSC_106_2,Silver,3.94,,AD,249.0,"['AVG', 'IMP', 'C']",RIC_0028b_var_RSC_106.jpg,RIC_0028b_var_RSC_106.txt
55,Trajan Decius,RIC_0107b_var,Brass,13.9,,,,"['IMP', 'CAES', 'C']",RIC_0107b_var.jpg,RIC_0107b_var.txt
57,Trajan Decius,RIC_0108v,Brass,11.46,28.0,AD,251.0,"['IMP', 'C']",RIC_0108v.jpg,RIC_0108v.txt
61,Trajan Decius,RIC_0113c,Copper,9.8,25.0,AD,249.0,"['IMP', 'C']",RIC_0113c.jpg,RIC_0113c.txt
71,Trajan Decius,RIC_0118a_2,Brass,19.58,30.0,AD,250.0,"['IMP', 'C']",RIC_0118a_2.jpg,RIC_0118a_2.txt
75,Trajan Decius,RIC_0120b,Copper,12.63,26.0,,,"['IMP', 'C']",RIC_0120b.jpg,RIC_0120b.txt
86,Trajan Decius,RIC_0127_lc_back,Brass,18.45,29.0,AD,249.0,"['IMP', 'SC', 'C']",RIC_0127_lc_back.jpg,RIC_0127_lc_back.txt
91,Trajan Decius,Dattari_5088,Copper,13.34,,AD,250.0,,Dattari_5088.jpg,Dattari_5088.txt
97,Trajan Decius,_anazarbus_SNGLev_1494,Copper,10.2,,AD,249.0,,_anazarbus_SNGLev_1494.jpg,_anazarbus_SNGLev_1494.txt
99,Trajan Decius,_anazarbus_Ziegler_744,Copper,8.4,,,,,_anazarbus_Ziegler_744.jpg,_anazarbus_Ziegler_744.txt
100,Trajan Decius,_anemurium_BMC_9,Copper,10.8,,AD,249.0,,_anemurium_BMC_9.jpg,_anemurium_BMC_9.txt
104,Trajan Decius,_antiochCaria_BMC_53,Copper,4.95,,AD,249.0,,_antiochCaria_BMC_53.jpg,_antiochCaria_BMC_53.txt
125,Trajan Decius,Prieur_528,Silver,13.12,26.0,AD,249.0,['SC'],Prieur_528.jpg,Prieur_528.txt
130,Trajan Decius,Prieur_533,Silver,12.73,25.0,AD,249.0,['SC'],Prieur_533.jpg,Prieur_533.txt
133,Trajan Decius,_antioch_Prieur_539,Silver,13.7,27.0,AD,249.0,['SC'],_antioch_Prieur_539.jpg,_antioch_Prieur_539.txt
140,Trajan Decius,Prieur_565,Silver,12.2,26.2,AD,249.0,['SC'],Prieur_565.jpg,Prieur_565.txt
147,Trajan Decius,_antioch_Prieur_584,Silver,11.7,25.0,AD,251.0,['SC'],_antioch_Prieur_584.jpg,_antioch_Prieur_584.txt
151,Trajan Decius,Prieur_588,Silver,12.08,27.0,AD,250.0,['SC'],Prieur_588.jpg,Prieur_588.txt
159,Trajan Decius,_augusta_SNGLev_1252,Copper,19.3,,AD,249.0,,_augusta_SNGLev_1252.jpg,_augusta_SNGLev_1252.txt
160,Trajan Decius,_augusta_SNGPfalz_402,Copper,14.09,,AD,249.0,,_augusta_SNGPfalz_402.jpg,_augusta_SNGPfalz_402.txt
165,Trajan Decius,_caesareaMaritima_Rosenberger_117,Copper,7.26,18.0,,,"['AVG', 'IMP', 'CAES', 'C']",_caesareaMaritima_Rosenberger_117.jpg,_caesareaMaritima_Rosenberger_117.txt
167,Trajan Decius,_caesareaMaritima_SNGANS_829,Copper,20.67,28.0,AD,249.0,"['AVG', 'IMP', 'CAES', 'C']",_caesareaMaritima_SNGANS_829.jpg,_caesareaMaritima_SNGANS_829.txt
170,Trajan Decius,_celenderis_SNGPfalz_737,Copper,8.13,,AD,251.0,,_celenderis_SNGPfalz_737.jpg,_celenderis_SNGPfalz_737.txt
171,Trajan Decius,_kibyra_SNGvA_3754,Copper,22.8,,AD,251.0,,_kibyra_SNGvA_3754.jpg,_kibyra_SNGvA_3754.txt
174,Trajan Decius,_colybrassus_SNGLev_339,Copper,3.81,,,,,_colybrassus_SNGLev_339.jpg,_colybrassus_SNGLev_339.txt
175,Trajan Decius,_colybrassus_SNGLev_340,Copper,10.68,,,,,_colybrassus_SNGLev_340.jpg,_colybrassus_SNGLev_340.txt
176,Trajan Decius,_comama_RPC_IX_986A,Copper,7.76,,AD,249.0,"['CAES', 'C']",_comama_RPC_IX_986A.jpg,_comama_RPC_IX_986A.txt
187,Trajan Decius,_hypaepa_BNP_FondsGen_525B,Copper,7.92,,,,,_hypaepa_BNP_FondsGen_525B.jpg,_hypaepa_BNP_FondsGen_525B.txt
189,Trajan Decius,_hypaepa_SNGCop_201,Copper,4.14,,,,,_hypaepa_SNGCop_201.jpg,_hypaepa_SNGCop_201.txt
191,Trajan Decius,_isinda_vA_Pisidien_890,Copper,25.37,,,,,_isinda_vA_Pisidien_890.jpg,_isinda_vA_Pisidien_890.txt
193,Trajan Decius,_kolophon_Milne_247A,Copper,9.0,,,,,_kolophon_Milne_247A.jpg,_kolophon_Milne_247A.txt
196,Trajan Decius,_maeonia_BMC_53,Copper,20.41,,AD,251.0,,_maeonia_BMC_53.jpg,_maeonia_BMC_53.txt
197,Trajan Decius,_maeonia_Paris_612A,Copper,26.36,,BC,-186.0,,_maeonia_Paris_612A.jpg,_maeonia_Paris_612A.txt
198,Trajan Decius,_magnesiaLydia_RPC_573,Copper,15.0,,AD,249.0,,_magnesiaLydia_RPC_573.jpg,_magnesiaLydia_RPC_573.txt
202,Trajan Decius,_nicomedia_SNG_vA_852,Copper,6.59,,AD,249.0,,_nicomedia_SNG_vA_852.jpg,_nicomedia_SNG_vA_852.txt
204,Trajan Decius,_nysa_CNG_117-126,Copper,20.61,,,,,_nysa_CNG_117-126.jpg,_nysa_CNG_117-126.txt
207,Trajan Decius,_perga_Svoronos_349,Copper,3.07,,AD,251.0,,_perga_Svoronos_349.jpg,_perga_Svoronos_349.txt
208,Trajan Decius,_pergamon_Weisser_2390,Copper,24.76,,AD,249.0,['C'],_pergamon_Weisser_2390.jpg,_pergamon_Weisser_2390.txt
209,Trajan Decius,_philadelphia_Aufhauser_4-427,Copper,18.29,,AD,251.0,,_philadelphia_Aufhauser_4-427.jpg,_philadelphia_Aufhauser_4-427.txt
212,Trajan Decius,_philadelphia_SNGvA_3085,Copper,16.09,,,,,_philadelphia_SNGvA_3085.jpg,_philadelphia_SNGvA_3085.txt
214,Trajan Decius,_philomelion_BMC_42,Copper,6.75,,AD,251.0,,_philomelion_BMC_42.jpg,_philomelion_BMC_42.txt
215,Trajan Decius,_philomelion_BMC_43,Copper,18.43,,AD,251.0,,_philomelion_BMC_43.jpg,_philomelion_BMC_43.txt
216,Trajan Decius,_rhesaena_BMC_16_2,Copper,14.42,,AD,251.0,,_rhesaena_BMC_16.jpg,_rhesaena_BMC_16.txt
217,Trajan Decius,_rhesaena_BMC_19,Copper,13.98,26.4,AD,249.0,,_rhesaena_BMC_19.jpg,_rhesaena_BMC_19.txt
219,Trajan Decius,_rhesaena_BMC_24,Copper,14.07,,AD,251.0,,_rhesaena_BMC_24.jpg,_rhesaena_BMC_24.txt
222,Trajan Decius,_rhesaena_BMC_35,Copper,3.06,,AD,251.0,,_rhesaena_BMC_35.jpg,_rhesaena_BMC_35.txt
224,Trajan Decius,_rhesaena_Castelin_64,Copper,13.04,,AD,251.0,,_rhesaena_Castelin_64.jpg,_rhesaena_Castelin_64.txt
228,Trajan Decius,_rhesaena_SNGCop_250,Copper,9.9,,AD,251.0,,_rhesaena_SNGCop_250.jpg,_rhesaena_SNGCop_250.txt
229,Trajan Decius,_samos_BMC_352,Copper,4.99,,AD,249.0,,_samos_BMC_352.jpg,_samos_BMC_352.txt
230,Trajan Decius,_samos_SNGCop_1779,Copper,10.34,,,,,_samos_SNGCop_1779.jpg,_samos_SNGCop_1779.txt
234,Trajan Decius,_sinope_RecGen_162,Copper,12.7,,AD,249.0,"['IMP', 'C']",_sinope_RecGen_162.jpg,_sinope_RecGen_162.txt
235,Trajan Decius,_syedra_RPC_1206,Copper,22.63,,AD,249.0,,_syedra_RPC_1206.jpg,_syedra_RPC_1206.txt
236,Trajan Decius,_syedra_SNGFrance_655,Copper,11.1,,AD,249.0,,_syedra_SNGFrance_655.jpg,_syedra_SNGFrance_655.txt
237,Trajan Decius,_syedra_Ziegler_130,Copper,11.67,,AD,249.0,,_syedra_Ziegler_130.jpg,_syedra_Ziegler_130.txt
245,Trajan Decius,_tarsos_SNGFrance_1769,Copper,7.72,,AD,249.0,,_tarsos_SNGFrance_1769.jpg,_tarsos_SNGFrance_1769.txt
251,Trajan Decius,_tarsos_Ziegler_812,Copper,10.6,,,,,_tarsos_Ziegler_812.jpg,_tarsos_Ziegler_812.txt
4,Tranquillina,RIC_0340b,Copper,8.18,,AD,241.0,['SC'],RIC_0340b.jpg,RIC_0340b.txt
6,Tranquillina,RIC_0341b,Copper,10.45,26.0,AD,241.0,['SC'],RIC_0341b.jpg,RIC_0341b.txt
7,Tranquillina,RIC_0341c,Brass,8.24,24.0,AD,241.0,['SC'],RIC_0341c.jpg,RIC_0341c.txt
17,Tranquillina,_anazarbus_SNGvAulock_5503,Copper,20.62,,AD,241.0,,_anazarbus_SNGvAulock_5503.jpg,_anazarbus_SNGvAulock_5503.txt
25,Tranquillina,_arycanda_Mionnet_13v,Copper,23.7,,,,,_arycanda_Mionnet_13v.jpg,_arycanda_Mionnet_13v.txt
26,Tranquillina,_arycanda_Tek_6,Copper,22.11,,,,,_arycanda_Tek_6.jpg,_arycanda_Tek_6.txt
39,Tranquillina,_colybrassus_SNGLev_338,Copper,3.69,,AD,241.0,,_colybrassus_SNGLev_338.jpg,_colybrassus_SNGLev_338.txt
41,Tranquillina,_daldis_RPC_IV_203,Copper,13.95,,AD,241.0,,_daldis_RPC_IV_203.jpg,_daldis_RPC_IV_203.txt
69,Tranquillina,_deultum_Varbanov_2962,Copper,3.23,,,,['C'],_deultum_Varbanov_2962.jpg,_deultum_Varbanov_2962.txt
75,Tranquillina,_germe_Burstein_577,Copper,10.62,,AD,241.0,,_germe_Burstein_577.jpg,_germe_Burstein_577.txt
80,Tranquillina,_hadrianopolis_Moushmov_2768,Copper,6.5,,,,,_hadrianopolis_Moushmov_2768.jpg,_hadrianopolis_Moushmov_2768.txt
83,Tranquillina,_hadrianopolis_Varbanov_4101,Copper,8.96,,,,,_hadrianopolis_Varbanov_4101.jpg,_hadrianopolis_Varbanov_4101.txt
86,Tranquillina,_istros_Moushmov_200,Copper,8.78,,,,,_istros_Moushmov_200.jpg,_istros_Moushmov_200.txt
91,Tranquillina,_korykos_SNGPfalz_837,Copper,7.23,,AD,241.0,,_korykos_SNGPfalz_837.jpg,_korykos_SNGPfalz_837.txt
93,Tranquillina,_kremna_Aulock_1419,Copper,8.64,,,,,_kremna_Aulock_1419.jpg,_kremna_Aulock_1419.txt
104,Tranquillina,_markianopolis_Varbanov_2065,Copper,7.79,,,,,_markianopolis_Varbanov_2065.jpg,_markianopolis_Varbanov_2065.txt
108,Tranquillina,_neocaesarea_RecGen_58B,Copper,18.26,,AD,241.0,,_neocaesarea_RecGen_58B.jpg,_neocaesarea_RecGen_58B.txt
112,Tranquillina,_nicaea_RecGen_721v,Copper,6.3,,,,,_nicaea_RecGen_721v.jpg,_nicaea_RecGen_721v.txt
113,Tranquillina,_nicaea_RecGen_723,Copper,4.51,,AD,241.0,,_nicaea_RecGen_723.jpg,_nicaea_RecGen_723.txt
114,Tranquillina,_nicaea_SNGDuss_1828,Copper,6.1,,,,,_nicaea_SNGDuss_1828.jpg,_nicaea_SNGDuss_1828.txt
115,Tranquillina,_nysa_Plankenhorn_1173,Copper,10.17,,AD,241.0,,_nysa_Plankenhorn_1173.jpg,_nysa_Plankenhorn_1173.txt
120,Tranquillina,_perga_BMC_106,Copper,15.77,,AD,241.0,,_perga_BMC_106.jpg,_perga_BMC_106.txt
127,Tranquillina,_prusa_ad_olymp_RecGen_156,Copper,9.82,,AD,238.0,,_prusa_ad_olymp_RecGen_156.jpg,_prusa_ad_olymp_RecGen_156.txt
130,Tranquillina,_saitta_BMC_62_2,Copper,14.02,,AD,241.0,,_saitta_BMC_62_2.jpg,_saitta_BMC_62_2.txt
132,Tranquillina,_saitta_BMC_63_2,Copper,3.82,,AD,241.0,,_saitta_BMC_63_2.jpg,_saitta_BMC_63_2.txt
142,Tranquillina,_selge_SNGFrance_2062,Copper,9.46,,,,,_selge_SNGFrance_2062.jpg,_selge_SNGFrance_2062.txt
143,Tranquillina,_side_BankLeu_28_539,Copper,10.64,,AD,241.0,,_side_BankLeu_28_539.jpg,_side_BankLeu_28_539.txt
150,Tranquillina,_tarsos_Ziegler_793,Copper,18.06,,AD,238.0,,_tarsos_Ziegler_793.jpg,_tarsos_Ziegler_793.txt
152,Tranquillina,_thessalonica_Touratsoglou_214,Copper,8.73,,,,,_thessalonica_Touratsoglou_214.jpg,_thessalonica_Touratsoglou_214.txt
153,Tranquillina,_tiberiopolis_RPC_VII_261,Copper,13.26,,AD,241.0,,_tiberiopolis_RPC_VII_261.jpg,_tiberiopolis_RPC_VII_261.txt
158,Tranquillina,_trapezus_RecGen_53A,Copper,19.49,,AD,242.0,,_trapezus_RecGen_53A.jpg,_trapezus_RecGen_53A.txt
159,Tranquillina,_trapezos_RecGen_53b,Copper,12.74,,AD,242.0,,_trapezos_RecGen_53b.jpg,_trapezos_RecGen_53b.txt
1,Trebonianus Gallus,Gnecchi_III_5_var,Copper,56.28,,AD,251.0,"['AVG', 'IMP']",Gnecchi_III_5_var.jpg,Gnecchi_III_5_var.txt
